Data Figure 2.13b and 2.14b (2/3): Data series on personal wealth (bottom 50% share);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1841;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;2%;2%;1%;14%;1%;-0%;6%;3%;3%;2%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;2%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1842;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;2%;2%;1%;14%;1%;-0%;6%;3%;3%;2%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;2%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1843;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;2%;2%;1%;14%;1%;-0%;6%;3%;3%;2%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;2%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1844;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;2%;2%;1%;14%;1%;-0%;6%;3%;3%;2%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;2%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1845;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;2%;2%;1%;14%;1%;-0%;6%;3%;3%;2%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;2%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1846;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;2%;2%;1%;14%;1%;-0%;6%;3%;3%;2%;12%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;2%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1847;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;2%;2%;1%;14%;1%;-0%;6%;3%;3%;2%;12%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;2%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1848;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;2%;2%;1%;14%;1%;-0%;6%;3%;3%;2%;12%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;2%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1849;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;2%;2%;1%;14%;1%;-0%;6%;3%;3%;2%;12%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;2%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1850;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;2%;2%;1%;14%;1%;-0%;6%;3%;3%;2%;12%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;2%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1851;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;2%;2%;1%;14%;1%;-0%;6%;3%;3%;2%;12%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;2%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1852;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;2%;2%;1%;14%;1%;-0%;6%;3%;3%;2%;12%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;2%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1853;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;2%;2%;1%;14%;1%;-0%;6%;3%;3%;2%;12%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;2%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1854;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;2%;2%;1%;14%;1%;-0%;6%;3%;3%;2%;12%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;2%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1855;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;2%;2%;1%;14%;1%;-0%;6%;3%;3%;2%;12%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1856;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;2%;2%;1%;14%;1%;-0%;6%;3%;3%;2%;12%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1857;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;2%;2%;1%;14%;1%;-0%;5%;3%;3%;2%;12%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1858;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;5%;3%;3%;2%;12%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1859;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;5%;3%;3%;2%;12%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1860;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;5%;3%;3%;2%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1861;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;5%;3%;3%;2%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1862;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;5%;3%;3%;2%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1863;4%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;5%;3%;3%;2%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;8%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1864;4%;2%;2%;2%;3%;1%;6%;11%;8%;0%;3%;3%;2%;1%;14%;1%;-0%;5%;3%;3%;2%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;7%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1865;3%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;4%;3%;3%;2%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;7%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1866;3%;2%;2%;2%;3%;2%;6%;11%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;4%;3%;3%;2%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;7%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1867;3%;2%;2%;2%;3%;1%;6%;11%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;4%;3%;3%;2%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;7%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1868;3%;2%;3%;2%;3%;1%;6%;11%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;4%;3%;3%;2%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;1%;1%;2%;7%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1869;3%;2%;3%;2%;3%;1%;6%;11%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;4%;3%;3%;2%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;1%;1%;2%;7%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1870;3%;2%;3%;2%;3%;1%;6%;11%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;4%;3%;3%;2%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;1%;1%;2%;7%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1871;3%;2%;3%;2%;3%;1%;6%;11%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;4%;3%;3%;2%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-1%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;1%;1%;2%;7%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1872;3%;2%;3%;2%;3%;1%;6%;11%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;4%;3%;3%;2%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-2%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;1%;1%;2%;7%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1873;3%;2%;3%;2%;3%;1%;6%;11%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;3%;3%;3%;3%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-2%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;1%;1%;2%;7%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1874;3%;2%;3%;2%;3%;1%;6%;11%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;4%;3%;3%;3%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-2%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;7%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1875;3%;2%;3%;2%;3%;1%;6%;11%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;4%;3%;3%;3%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-2%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;7%;3%;3%;3%;3%;2%;6%;12%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1876;3%;2%;3%;2%;3%;1%;6%;11%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;4%;3%;3%;3%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-2%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;7%;3%;3%;3%;3%;2%;6%;11%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1877;3%;2%;3%;2%;3%;1%;6%;10%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;4%;3%;3%;3%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-2%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;7%;3%;3%;3%;3%;2%;6%;11%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1878;3%;2%;3%;2%;3%;1%;6%;10%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;4%;3%;3%;3%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-2%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;2%;1%;2%;7%;3%;3%;3%;3%;2%;6%;11%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1879;3%;2%;3%;2%;3%;1%;6%;10%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;4%;3%;3%;3%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-2%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;1%;1%;2%;7%;3%;3%;3%;3%;2%;6%;11%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1880;3%;2%;3%;2%;3%;1%;6%;11%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;4%;3%;3%;3%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-2%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;1%;1%;2%;7%;3%;3%;3%;3%;2%;6%;11%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1881;3%;2%;3%;2%;3%;1%;6%;11%;7%;0%;3%;3%;2%;1%;14%;1%;-0%;4%;3%;3%;3%;12%;3%;4%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-2%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;1%;1%;2%;7%;3%;3%;3%;3%;2%;6%;11%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1882;3%;2%;3%;2%;3%;1%;6%;11%;7%;0%;3%;2%;2%;1%;14%;1%;-0%;4%;3%;3%;3%;12%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-2%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;1%;1%;2%;7%;3%;3%;3%;3%;2%;6%;11%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1883;3%;2%;3%;2%;3%;1%;6%;11%;7%;0%;3%;2%;2%;1%;14%;1%;-0%;4%;3%;3%;3%;12%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-2%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;1%;1%;2%;7%;3%;3%;3%;3%;2%;6%;11%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1884;3%;2%;3%;2%;2%;1%;6%;10%;7%;0%;3%;2%;2%;1%;14%;1%;-0%;4%;3%;3%;3%;12%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-2%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;1%;1%;2%;7%;3%;3%;3%;3%;2%;6%;11%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1885;3%;2%;3%;2%;2%;2%;6%;10%;7%;0%;3%;2%;2%;1%;14%;1%;-0%;4%;3%;3%;3%;12%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;2%;3%;3%;3%;3%;3%;3%;3%;3%;3%;3%;-3%;1%;8%;3%;13%;1%;-2%;3%;3%;3%;11%;5%;3%;3%;3%;3%;3%;3%;1%;1%;2%;7%;3%;3%;3%;3%;2%;6%;11%;8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
